x1,y1,x2,y2,class,true_class_name,image,image_path,class_id
30,154,771,502,49,Buick Verano Sedan 2012,00758.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00758.jpg,10
25,99,602,388,47,Buick Regal GS 2012,00759.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00759.jpg,100
100,5,1179,862,170,Nissan Juke Hatchback 2012,00760.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00760.jpg,22
57,131,570,397,87,Dodge Ram Pickup 3500 Quad Cab 2009,00761.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00761.jpg,155
6,106,611,372,172,Plymouth Neon Coupe 1999,00762.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00762.jpg,15
66,176,588,362,174,Ram C/V Cargo Van Minivan 2012,00763.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00763.jpg,103
8,106,391,262,165,Mercedes-Benz S-Class Sedan 2012,00764.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00764.jpg,70
6,24,297,153,21,Audi S5 Convertible 2012,00765.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00765.jpg,144
18,92,532,297,174,Ram C/V Cargo Van Minivan 2012,00766.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00766.jpg,103
106,73,805,546,22,Audi S5 Coupe 2012,00767.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00767.jpg,164
9,33,246,161,82,Daewoo Nubira Wagon 2002,00768.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00768.jpg,186
61,222,959,569,61,Chevrolet Impala Sedan 2007,00769.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00769.jpg,77
21,45,772,547,24,Audi S4 Sedan 2007,00770.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00770.jpg,105
22,59,626,412,168,Nissan Leaf Hatchback 2012,00771.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00771.jpg,142
30,31,611,453,20,Audi S6 Sedan 2011,00772.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00772.jpg,69
33,50,197,150,1,AM General Hummer SUV 2000,00773.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00773.jpg,107
45,199,615,432,91,Dodge Dakota Club Cab 2007,00774.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00774.jpg,2
82,99,565,351,138,Hyundai Sonata Sedan 2012,00775.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00775.jpg,71
15,45,639,420,119,GMC Savana Van 2012,00776.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00776.jpg,38
18,40,491,283,120,GMC Yukon Hybrid SUV 2012,00777.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00777.jpg,21
60,17,455,322,180,Spyker C8 Coupe 2009,00778.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00778.jpg,26
17,121,555,384,68,Chevrolet TrailBlazer SS 2009,00779.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00779.jpg,114
36,63,478,234,18,Audi 100 Wagon 1994,00780.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00780.jpg,66
38,6,595,476,88,Dodge Sprinter Cargo Van 2009,00781.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00781.jpg,81
68,95,593,319,101,Ferrari FF Coupe 2012,00782.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00782.jpg,52
156,255,955,619,79,Chrysler 300 SRT-8 2010,00783.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00783.jpg,19
42,163,725,382,103,Ferrari 458 Italia Convertible 2012,00784.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00784.jpg,146
19,96,469,266,22,Audi S5 Coupe 2012,00785.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00785.jpg,164
13,32,774,529,191,Volkswagen Golf Hatchback 1991,00786.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00786.jpg,37
114,128,800,432,141,Infiniti G Coupe IPL 2012,00787.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00787.jpg,136
30,105,294,233,115,Ford Focus Sedan 2007,00788.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00788.jpg,169
23,25,245,150,162,Mercedes-Benz C-Class Sedan 2012,00789.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00789.jpg,79
124,406,1546,1120,131,Hyundai Santa Fe SUV 2012,00790.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00790.jpg,80
9,61,334,199,135,Hyundai Elantra Sedan 2007,00791.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00791.jpg,12
155,59,532,361,35,BMW M5 Sedan 2010,00792.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00792.jpg,194
7,50,394,261,24,Audi S4 Sedan 2007,00793.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00793.jpg,105
23,102,408,265,139,Hyundai Elantra Touring Hatchback 2012,00794.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00794.jpg,28
9,30,251,169,51,Cadillac CTS-V Sedan 2012,00795.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00795.jpg,74
38,213,564,436,184,Suzuki SX4 Sedan 2012,00796.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00796.jpg,24
135,62,922,611,191,Volkswagen Golf Hatchback 1991,00797.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00797.jpg,37
10,1,576,261,27,BMW 1 Series Convertible 2012,00798.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00798.jpg,192
11,96,625,387,172,Plymouth Neon Coupe 1999,00799.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00799.jpg,15
3,73,211,148,107,Ford Mustang Convertible 2007,00800.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00800.jpg,132
57,158,351,296,103,Ferrari 458 Italia Convertible 2012,00801.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00801.jpg,146
45,140,357,247,163,Mercedes-Benz SL-Class Coupe 2009,00802.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00802.jpg,111
36,36,549,457,24,Audi S4 Sedan 2007,00803.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00803.jpg,105
78,31,570,419,166,Mercedes-Benz Sprinter Van 2012,00804.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00804.jpg,162
15,32,296,149,190,Volkswagen Golf Hatchback 2012,00805.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00805.jpg,51
79,171,713,385,92,Dodge Magnum Wagon 2008,00806.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00806.jpg,180
13,87,630,401,121,GMC Acadia SUV 2012,00807.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00807.jpg,82
9,46,141,94,119,GMC Savana Van 2012,00808.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00808.jpg,38
58,13,579,414,160,McLaren MP4-12C Coupe 2012,00809.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00809.jpg,116
66,18,237,185,111,Ford Ranger SuperCab 2011,00810.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00810.jpg,56
49,114,577,367,117,Ford Fiesta Sedan 2012,00811.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00811.jpg,168
1,63,480,315,68,Chevrolet TrailBlazer SS 2009,00812.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00812.jpg,114
32,93,941,696,139,Hyundai Elantra Touring Hatchback 2012,00813.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00813.jpg,28
17,35,234,167,82,Daewoo Nubira Wagon 2002,00814.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00814.jpg,186
34,74,473,273,137,Hyundai Genesis Sedan 2012,00815.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00815.jpg,83
12,34,139,78,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,00816.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00816.jpg,18
28,96,477,317,143,Isuzu Ascender SUV 2008,00817.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00817.jpg,91
57,220,673,468,160,McLaren MP4-12C Coupe 2012,00818.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00818.jpg,116
8,17,388,287,135,Hyundai Elantra Sedan 2007,00819.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00819.jpg,12
30,116,963,523,63,Chevrolet Sonic Sedan 2012,00820.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00820.jpg,129
37,153,411,299,78,Chrysler Town and Country Minivan 2012,00821.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00821.jpg,195
391,169,859,401,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,00822.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00822.jpg,176
15,24,144,72,62,Chevrolet Tahoe Hybrid SUV 2012,00823.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00823.jpg,161
174,243,846,546,114,Ford F-150 Regular Cab 2007,00824.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00824.jpg,50
3,57,455,287,23,Audi S4 Sedan 2012,00825.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00825.jpg,127
120,90,610,359,110,Ford Edge SUV 2012,00826.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00826.jpg,64
165,123,645,366,132,Hyundai Tucson SUV 2012,00827.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00827.jpg,138
4,91,600,308,163,Mercedes-Benz SL-Class Coupe 2009,00828.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00828.jpg,111
191,332,1027,663,63,Chevrolet Sonic Sedan 2012,00829.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00829.jpg,129
159,131,533,356,52,Cadillac SRX SUV 2012,00830.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00830.jpg,189
51,55,618,377,61,Chevrolet Impala Sedan 2007,00831.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00831.jpg,77
14,5,246,188,113,Ford F-150 Regular Cab 2012,00832.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00832.jpg,167
102,85,463,360,135,Hyundai Elantra Sedan 2007,00833.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00833.jpg,12
26,113,612,372,120,GMC Yukon Hybrid SUV 2012,00834.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00834.jpg,21
80,158,453,345,24,Audi S4 Sedan 2007,00835.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00835.jpg,105
27,125,425,311,177,Rolls-Royce Phantom Sedan 2012,00836.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00836.jpg,40
44,112,633,374,78,Chrysler Town and Country Minivan 2012,00837.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00837.jpg,195
20,224,988,644,193,Volvo C30 Hatchback 2012,00838.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00838.jpg,14
35,19,614,435,146,Jeep Wrangler SUV 2012,00839.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00839.jpg,173
105,104,626,312,58,Chevrolet Traverse SUV 2012,00840.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00840.jpg,9
41,67,432,286,151,Lamborghini Aventador Coupe 2012,00841.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00841.jpg,154
42,147,753,414,114,Ford F-150 Regular Cab 2007,00842.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00842.jpg,50
17,31,342,242,159,Mazda Tribute SUV 2011,00843.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00843.jpg,183
30,15,639,419,171,Nissan 240SX Coupe 1998,00844.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00844.jpg,92
52,16,246,168,188,Toyota Corolla Sedan 2012,00845.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00845.jpg,62
39,119,558,434,86,Dodge Ram Pickup 3500 Crew Cab 2010,00846.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00846.jpg,25
56,23,415,334,159,Mazda Tribute SUV 2011,00847.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00847.jpg,183
21,96,755,412,160,McLaren MP4-12C Coupe 2012,00848.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00848.jpg,116
1,125,549,372,60,Chevrolet HHR SS 2010,00849.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00849.jpg,96
47,179,1227,812,134,Hyundai Sonata Hybrid Sedan 2012,00850.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00850.jpg,3
9,85,335,209,195,Volvo XC90 SUV 2007,00851.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00851.jpg,131
30,308,1511,975,195,Volvo XC90 SUV 2007,00852.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00852.jpg,131
35,258,1218,908,153,Lamborghini Diablo Coupe 2001,00853.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00853.jpg,143
45,41,420,280,71,Chevrolet Express Van 2007,00854.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00854.jpg,76
29,66,614,433,137,Hyundai Genesis Sedan 2012,00855.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00855.jpg,83
51,105,341,189,41,Bentley Mulsanne Sedan 2011,00856.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00856.jpg,109
57,87,569,437,118,GMC Terrain SUV 2012,00857.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00857.jpg,179
139,416,1954,1149,2,Acura RL Sedan 2012,00858.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00858.jpg,191
11,32,575,357,30,BMW 3 Series Wagon 2012,00859.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00859.jpg,101
273,145,658,366,104,Ferrari 458 Italia Coupe 2012,00860.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00860.jpg,31
83,103,500,371,102,Ferrari California Convertible 2012,00861.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00861.jpg,141
36,47,964,444,119,GMC Savana Van 2012,00862.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00862.jpg,38
26,98,623,431,77,Chrysler Sebring Convertible 2010,00863.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00863.jpg,122
25,128,959,450,103,Ferrari 458 Italia Convertible 2012,00864.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00864.jpg,146
11,74,392,255,17,Audi 100 Sedan 1994,00865.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00865.jpg,55
11,79,627,480,52,Cadillac SRX SUV 2012,00866.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00866.jpg,189
20,135,557,367,87,Dodge Ram Pickup 3500 Quad Cab 2009,00867.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00867.jpg,155
17,38,231,152,88,Dodge Sprinter Cargo Van 2009,00868.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00868.jpg,81
35,75,592,334,187,Toyota Camry Sedan 2012,00869.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00869.jpg,53
38,74,326,205,28,BMW 1 Series Coupe 2012,00870.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00870.jpg,88
373,350,780,631,45,Bugatti Veyron 16.4 Convertible 2009,00871.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00871.jpg,119
69,109,461,284,55,Chevrolet Corvette Convertible 2012,00872.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00872.jpg,148
517,291,765,462,163,Mercedes-Benz SL-Class Coupe 2009,00873.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00873.jpg,111
49,142,426,307,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,00874.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00874.jpg,171
34,79,749,461,96,Dodge Charger Sedan 2012,00875.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00875.jpg,7
51,121,588,387,75,Chevrolet Silverado 1500 Regular Cab 2012,00876.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00876.jpg,159
61,33,241,195,78,Chrysler Town and Country Minivan 2012,00877.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00877.jpg,195
101,162,882,650,6,Acura Integra Type R 2001,00878.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00878.jpg,123
16,196,670,405,91,Dodge Dakota Club Cab 2007,00879.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00879.jpg,2
16,99,439,254,8,Aston Martin V8 Vantage Convertible 2012,00880.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00880.jpg,54
18,63,885,663,191,Volkswagen Golf Hatchback 1991,00881.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00881.jpg,37
140,122,1059,496,182,Suzuki Kizashi Sedan 2012,00882.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00882.jpg,160
14,29,643,408,131,Hyundai Santa Fe SUV 2012,00883.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00883.jpg,80
14,72,245,173,91,Dodge Dakota Club Cab 2007,00884.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00884.jpg,2
51,31,565,352,193,Volvo C30 Hatchback 2012,00885.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00885.jpg,14
111,68,393,309,47,Buick Regal GS 2012,00886.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00886.jpg,100
6,9,124,89,1,AM General Hummer SUV 2000,00887.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00887.jpg,107
7,51,253,156,14,Audi TTS Coupe 2012,00888.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00888.jpg,0
34,400,1555,1153,163,Mercedes-Benz SL-Class Coupe 2009,00889.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00889.jpg,111
26,15,698,386,169,Nissan NV Passenger Van 2012,00890.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00890.jpg,156
93,106,1160,799,185,Tesla Model S Sedan 2012,00891.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00891.jpg,150
32,48,1534,791,189,Toyota 4Runner SUV 2012,00892.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00892.jpg,120
28,134,410,316,107,Ford Mustang Convertible 2007,00893.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00893.jpg,132
11,31,578,268,126,Honda Odyssey Minivan 2012,00894.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00894.jpg,60
24,108,709,375,133,Hyundai Veracruz SUV 2012,00895.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00895.jpg,30
61,55,258,161,44,Bentley Continental Flying Spur Sedan 2007,00896.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00896.jpg,46
30,34,513,274,44,Bentley Continental Flying Spur Sedan 2007,00897.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00897.jpg,46
89,68,483,310,6,Acura Integra Type R 2001,00898.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00898.jpg,123
60,93,657,353,20,Audi S6 Sedan 2011,00899.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00899.jpg,69
64,75,256,158,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,00900.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00900.jpg,72
160,59,759,346,144,Jaguar XK XKR 2012,00901.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00901.jpg,89
6,40,256,170,189,Toyota 4Runner SUV 2012,00902.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00902.jpg,120
316,393,1755,1074,99,FIAT 500 Abarth 2012,00903.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00903.jpg,135
15,96,504,279,171,Nissan 240SX Coupe 1998,00904.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00904.jpg,92
26,81,615,365,73,Chevrolet Malibu Sedan 2007,00905.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00905.jpg,16
68,52,435,331,188,Toyota Corolla Sedan 2012,00906.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00906.jpg,62
21,73,464,294,122,GMC Canyon Extended Cab 2012,00907.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00907.jpg,57
18,71,632,390,53,Cadillac Escalade EXT Crew Cab 2007,00908.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00908.jpg,45
50,63,541,346,62,Chevrolet Tahoe Hybrid SUV 2012,00909.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00909.jpg,161
33,2,593,456,40,Bentley Arnage Sedan 2009,00910.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00910.jpg,95
20,76,898,612,138,Hyundai Sonata Sedan 2012,00911.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00911.jpg,71
82,33,542,234,7,Acura ZDX Hatchback 2012,00912.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00912.jpg,139
9,51,635,414,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,00913.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00913.jpg,176
40,283,1546,964,149,Jeep Compass SUV 2012,00914.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00914.jpg,102
206,222,746,467,95,Dodge Durango SUV 2007,00915.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00915.jpg,193
15,70,622,378,148,Jeep Grand Cherokee SUV 2012,00916.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00916.jpg,43
11,51,442,198,92,Dodge Magnum Wagon 2008,00917.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00917.jpg,180
37,180,615,445,20,Audi S6 Sedan 2011,00918.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00918.jpg,69
127,155,525,383,132,Hyundai Tucson SUV 2012,00919.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00919.jpg,138
56,23,776,372,4,Acura TL Type-S 2008,00920.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00920.jpg,174
88,367,1189,730,185,Tesla Model S Sedan 2012,00921.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00921.jpg,150
10,29,444,203,55,Chevrolet Corvette Convertible 2012,00922.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00922.jpg,148
13,23,150,82,51,Cadillac CTS-V Sedan 2012,00923.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00923.jpg,74
14,63,287,181,67,Chevrolet Malibu Hybrid Sedan 2010,00924.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00924.jpg,166
3,135,1199,771,73,Chevrolet Malibu Sedan 2007,00925.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00925.jpg,16
8,37,237,142,42,Bentley Continental GT Coupe 2012,00926.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00926.jpg,42
25,68,618,365,174,Ram C/V Cargo Van Minivan 2012,00927.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00927.jpg,103
75,130,702,396,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,00928.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00928.jpg,18
22,29,498,204,66,Chevrolet Cobalt SS 2010,00929.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00929.jpg,29
31,89,296,187,33,BMW X6 SUV 2012,00930.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00930.jpg,187
86,194,570,426,191,Volkswagen Golf Hatchback 1991,00931.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00931.jpg,37
37,57,392,294,59,Chevrolet Camaro Convertible 2012,00932.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00932.jpg,63
48,36,576,469,181,Suzuki Aerio Sedan 2007,00933.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00933.jpg,163
90,31,922,699,23,Audi S4 Sedan 2012,00934.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00934.jpg,127
3,77,615,463,146,Jeep Wrangler SUV 2012,00935.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00935.jpg,173
8,13,644,255,15,Audi R8 Coupe 2012,00936.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00936.jpg,44
18,56,223,142,141,Infiniti G Coupe IPL 2012,00937.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00937.jpg,136
69,59,736,415,43,Bentley Continental GT Coupe 2007,00938.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00938.jpg,65
11,95,619,301,171,Nissan 240SX Coupe 1998,00939.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00939.jpg,92
109,113,360,233,21,Audi S5 Convertible 2012,00940.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00940.jpg,144
57,139,537,364,126,Honda Odyssey Minivan 2012,00941.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00941.jpg,60
226,220,926,543,62,Chevrolet Tahoe Hybrid SUV 2012,00942.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00942.jpg,161
249,129,699,394,50,Buick Enclave SUV 2012,00943.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00943.jpg,113
248,169,737,454,46,Bugatti Veyron 16.4 Coupe 2009,00944.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00944.jpg,149
31,55,216,132,108,Ford Freestar Minivan 2007,00945.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00945.jpg,108
48,24,441,202,1,AM General Hummer SUV 2000,00946.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00946.jpg,107
12,105,417,257,107,Ford Mustang Convertible 2007,00947.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00947.jpg,132
7,69,250,176,80,Chrysler Crossfire Convertible 2008,00948.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00948.jpg,175
48,10,197,112,116,Ford E-Series Wagon Van 2012,00949.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00949.jpg,67
193,196,1372,1075,191,Volkswagen Golf Hatchback 1991,00950.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00950.jpg,37
115,34,733,555,95,Dodge Durango SUV 2007,00951.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00951.jpg,193
10,26,274,162,195,Volvo XC90 SUV 2007,00952.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/00952.jpg,131
